"No","Judul","Topik","Abstrak","",""
"101","ANALISIS JARINGAN LOCAL AREA NETWORK (LAN) PADA PT. MUSTIKA RATU Tbk JAKARTA TIMUR","Jaringan Komputer","Perkembangan teknologi internet saat ini semakin memudahkan berbagai kalangan untuk saling berinteraksi atau bertukar informasi hingga milyaran data serta segudang manfaat lainnya dalam sebuah jaringan komputer atau lebih. Secara umum terdapat empat jenis jaringan komputer yaitu PAN (Personal Area Network), LAN (Local Area Network), MAN (Metropolitan Area Network) dan WAN (Wide Area Network). PT Mustika Ratu Tbk merupakan perusahaan yang bergerak di bidang perindustrian jamu dan kosmetik tradisional Indonesia, dan memiliki banyak cabang di berbagai negara, memanfaatkan jaringan LAN untuk menghubungkan komputer satu dengan komputer lainnya. Pada jam-jam tertentu banyak client yang menggunakan jaringan secara bersamaan sehingga koneksi menjadi lambat. Terdapat client yang tidak mendapat IP, diakibatkan terserang oleh virus. Untuk itulah penulis melakukan penelitian pada jaringan LAN PT Mustika Ratu Tbk agar dapat membantu menangani permasalahan yang terjadi. LAN tergolong jaringan komunikasi kecepatan tinggi dan sifatnya dipengaruhi oleh media transmisi bersama dengan topologi dan protokol yang digunakan. Topologi yang digunakan dalam jaringan yang terbentuk di PT Mustika Ratu adalah topologi bintang atau star, dan Jaringan Local Area Network (LAN) yang ada pada PT. Mustika Ratu Tbk Jakarta-Timur (Ciracas) menggunakan jaringan VPN IP tunnel by mikrotik.
Kata Kunci: LAN, Mikrotik, VPN","",""
"102","Rancang Bangun Sistem Perpustakaan untuk Jurnal Elektronik","Jaringan Komputer","Masalah utama yang di hadapi bangsa Indonesia, khususnya dalam bidang pendidikan, di era globalisasi adalah rendahnya tingkat kualitas sumberdaya manusia. Salah satu upaya untuk meningkatkan kualitas sumber daya manusia adalah pengembangan minat baca dan kebiasaan membaca. Dari fakta tersebut, perpustakaan diharapkan sebagai pusat kegiatan pengembangan minat baca dan kebiasaan membaca. Perpustakaan mempunyai tanggungjawab yang besar terhadap peningkatan dan pengembangan minat dan kegemaran membaca. Hal ini dilatari oleh peran dan fungsi perpustakaan sebagai pusat pengembangan minat baca.
Teknologi informasi dan komunikasi atau ICT (Information and Communication Technology) telah menjadi bagian yang tidak terpisahkan dari kehidupan global. Oleh karena itu, setiap institusi, berlomba untuk mengintegrasikan ICT guna membangun dan memberdayakan sumber daya manusia berbasis pengetahuan agar dapat bersaing dalam era global.
Pada penelitian ini dibangun Sistem Perpustakaan Digital Jurnal Elektronik sehingga mudah diakses oleh pembaca. Sistem dapat melakukan perambaan (crawler) dari halaman web. Dari proses perambaan (crawler) ini kemudian akan diunggah. Dimana jurnal elektronik yang diunggah sudah dibuat dengan format PDF. Sistem Perpustakaan Digital hanya dapat diakses lokal di lingkungan Universitas Stikubank Semarang.
Kata Kunci : Perpustakaan Digital, Crawler, Jurnal Elektronik","",""
"103","SISTEM INFORMASI LAPORAN PENJUALAN KOMPUTER BERBASIS LAN","Jaringan Komputer","Teknologi informasi terus berkembang seiring dengan kemampuan komputer memberi solusi
bagi permasalah diberbagai bidang. Kegiatan yang umumnya menggunakan peranan
teknologi informasi yaitu sistem informasi laporan penjualan, pengolahan data keuangan,
pengolahan data jual beli, pengolahan data persediaan barang dan lain-lain. Pada bagian
penjualan di Toko Harapan Laptop dapat melakukan pengolahan data penjualan sehari-hari
saat ini menggunakan laptop pekerjaannya masih menggunakan excel dan buku besar.
Dimana data-data tersebut diarsipkan pada satu file kemudian dicatat pada buku besar dan di
masukkan dalam laptop lalu disimpan sebagai arsip, hal tersebut akan dapat menimbulkan
permasalahan diantaranya resiko data sangat besar, lambatnya proses
pencarian data. Metode pengumpulan data yang digunakan yaitu dengan wawancara
mengajukan pertanyaan berkaitan proses penjualan komputer di Harapan Laptop. Dengan
cara observasi, yaitu dengan mempelajari buku besar laporan penjualan komputer. Dalam
penelitian ini metode pengembangan sistem yang digunakan yaitu model waterfall dengan
alat bantu yang digunakan adalah Use Case dan Activity Diagram dan Hierarchy plus Input-
Process-Output. Adapun skripsi dari penelitian ini yakni berupa sistem informasi laporan
penjualan komputer berbasis LAN (Local Area Network) yang dapat mempermudah kasir
dalam rangka melayani pembeli dan mengitung transaksi penjualan. Membantu admin dalam
pemrosesan data penjualan pembuatan laporan. Serta mempermudah pemilik toko untuk
mengawasi kegiatan penjualan yang dilakukan di Harapan Laptop.
Kata Kunci : Sistem, Laporan Penjualan Komputer, Berbasis LAN","",""
"104","ANALISIS DAN OPTIMALISASI JARINGAN MENGGUNAKAN TEKNIK LOAD BALANCING (Studi Kasus : Jaringan UAD Kampus 3)","Jaringan Komputer","Internet saat ini berkembang pesat. Kebutuhan dan perkembangan yang pesat
dalam pemakaian jaringan Internet membutuhkan penyeimbang dalam
penyediaan sarana Internet.Pelayanan standar Internet adalah kelangsungan
koneksifitas dari Internet tersebut. Koneksi dari Internet dituntut untuk selalu
terjaga dalam kondisi apapun, tapi tidak selamanya konektifitas akan berjalan
secara lancar,banyak kendala atau ganguan yang dihadapi sehingga koneksi
tidak berjalan secara lancar. Maka diperlukan manajemen backup dari
keterlangsungan koneksi dari Internet, sehingga jika satu koneksi mengalami
gangguan maka akan ada backup. Salah satu yang bisa dilakukan adalah
dengan menggunakan sistem load balancing.
Subyek yang diambil dalam penelitian ini fokus terhadap penerapan backup
dari sumber jaringan Internet atau backup dari ketergantungan satu provider
jasa penyedia internet. metode yang digunakan dalam penelitian ini
menggunakan study pustaka dan observasi yaitu melakukan pengamatan
secara langsung terhadap jaringan di UAD. rancangan dimulai dari pemilihan
sumber ISP yang tepat untuk dijadikan backup. Perancangan dianjutkan
dengan Instalasi mikrotik dan penerapan load balancing didalam Mikrotik.
pengujian sistem load balancing dilakukan dengan uji teknis dari penerapan
yang sudah dilakukan. dengan menguji dari kecepatan, fungsi load balancing
dan pengujian optimalisasi dari load balancing tersebut.
Berdasarkan dari pengujian yang dilakukan dalam penelitian ini menghasilkan
optimalnya penerapan load balancing. Penerapan load balancing dapat
berjalan tanpa merubah jaringan yang telah ada, serta menjadikan koneksi
dapat berjalan lebih maksimal jika terjadi kenaikan lalulintas jaringan
dikarenakan pembagian lajur koneksi yang seimbang.
Kata Kunci: Load Balancing, backup ,ISP,Mikrotik,Bandwidth.","",""
"105","PENGEMBANGAN SISTEM PENGAMAN JARINGAN KOMPUTER BERDASARKAN ANALISIS FORENSIK JARINGAN","Jaringan Komputer","Ilmu pengetahuan tentang keamanan komputer yang terkait dengan penyelidikan untuk
menentukan sumber serangan jaringan berdasarkan data log bukti, identifikasi, analisis, dan
rekonstruksi kejadian adalah Forensik Jaringan yang merupakan cabang dari Forensik Digital.
Jenis serangan terhadap suatu komputer atau server di dalam jaringan dengan cara
menghabiskan sumber daya (resources) yang dimiliki oleh komputer sampai komputer tersebut
tidak dapat menjalankan fungsinya dengan benar, sehingga secara tidak langsung mencegah
pengguna lain untuk memperoleh akses dari layanan jaringan yang diserang disebut dengan
serangan Distributed Denial of Service (DDoS). Riset Forensik Jaringan dilakukan dalam
Laboratorium Riset Magister Teknik Informatika Universitas Ahmad Dahlan Yogyakarta. Deteksi
serangan dilakukan oleh Winbox RouterOS v3,6 dimana software tersebut menunjukan
resources, data penyerang (IP Address), jumlah paket data, dan kapan terjadi serangan. Simulasi
serangan dilakukan dengan software LOIC untuk mengetahui kinerja sistem pengaman jaringan
komputer, sedangkan sistem pengaman jaringan komputer berupa antisipasi terhadap bentuk
serangan DDoS.
Kata Kunci: DDoS; router; pengaman jaringan komputer.","",""
"106","MEDIA PEMBELAJARAN KOMUNIKASI DATA DAN JARINGAN KOMPUTER PADA MATERI ROUTER","Jaringan Komputer","Pembelajaran komunikasi data dan jaringan komputer mengenai materi router
bagi sebagian mahasiswa cukup sulit untuk dipahami. Pemahaman tentang
materi tersebut memerlukan penalaran logika, dan kemampuan dalam
mencerna bahan ajar berdasarkan buku teks yang ada. Buku teks yang
ada seringkali memerlukan usaha ekstra bagi yang mempelajarinya untuk
dapat memahami secara jelas dan nyata. Penyampaian materi selama ini
belum menggunakan alat bantu sebagai media pembelajaran. Dengan
adanya media pembelajaran berbasis multimedia ini diharapkan dapat
membantu mahasiswa dalam memahami materi komunikasi data dan
jaringan komputer khususnya mengenai materi router menggunakan
mikrotik.
Penelitian ini dilakukan dengan mengidentifikasi permasalahan, pengumpulan
data dengan menggunakan metode studi literature, dan observasi. Aplikasi
disusun dengan prosedur yang mencakup identifikasi masalah, studi kelayakan,
analisis kebutuhan sistem, perancangan konsep, perancangan isi, perancangan
story board, implementasi sistem, dan pengujian sistem dilakukan dengan
black box dan alpha test.
Berdasarkan penelitian yang dilakukan, maka dihasilkan sebuah aplikasi
multimedia sebagai media pembelajaran materi router bagi mahasiswa teknik
informatika di Universitas Ahmad Dahlan Yogyakarta. Bedasarkan hasil uji
coba tersebut dapat disimpulkan bahwa aplikasi pembelajaran ini dapat
membantu proses pembelajaran pada mahasiswa dan dapat digunakan
sebagai alat bantu dosen untuk menunjang pembelajaran komunikasi data dan
jaringan komputer.
Kata Kunci : Data, Jaringan, Router, Mikrotik, Multimedia","",""
"107","ANALISIS CELAH KEAMANAN JARINGAN KOMPUTER DENGAN MENGGUNAKAN RASPBERRY PI 2","Jaringan Komputer","Penelitian ini bertujuan untuk mendesain ad-blocker yang akan berjalan secara luas di seluruh jaringan dan
memblok iklan dari halaman web, situs web apa pun. Dengan memanfaatkan komputer kecil SoC (System on
Chip) dikenal dengan nama Raspberry Pi yang ditancapkan pada perangkat jaringan seperti roter berfungsi
sebagai pemblokir iklan. Software yang disebut Pi Hole digunakan untuk menyaring halaman web yang
sudah diseting terlebih dahulu domainnya. Sehingga setiap perangkat seperti smartphone, laptop, PC yang
terhubung dijaringan yang dipasangkan Raspberry Pi yang sudah diset sebagai ad-blocker akan memblok
situs web yang dianggap tidak sesuai dengan yang diselegalkan dijaringan tersebut. Namun perangkat
Raspberry Pi hanya berfungsi ketika perangkat Anda terhubung ke jaringan tempat Raspberry Pi
berjalan. Sehingga lalulintas jaringan yang menggunakan Raspberry Pi Ini bias mengurangi latensi dan
meningkatkan kecepatan penelusuran browser apa pun dengan memotong data ekstra iklanyang tidak layak
untuk ditampilkan di halaman web. user juga dapat menambahkan sekumpulan situs web atau sekumpulan
halaman web dimasukkan ke dalam daftar putih perangkat lunak Pi Hole, menonaktifkan blok iklan atas situs
web atau laman web tertentu.
Kata Kunci: Raspberry PI 2, Ad-Blocker, Celah Keamanan Jaringan.","",""
"108","PERANCANGAN JARINGAN KOMPUTER DI PT. DIRGANTARA INDONESIA DENGAN TEKNIK VARIABLE LENGTH SUBNET MASK (VLSM) DAN VIRTUAL LOCAL AREA NETWORK (VLAN)","Jaringan Komputer","Terdapat kendala yang sedang dialami PT. Dirgantara Indonesia pada tahun 2014, yaitu mengalami fase peralihan dan
regenerasi pegawai. Rancangan regenerasi topologi jaringan dan subnetting IP Address diperlukan dalam fase peralihan
dan regenerasi Pegawai ini. Perancangan topologi dan subnetting jaringan komputer internal gedung fixed dan rotary
wing menjadi kunci dari permasalahan yang ada dan harus dilakukan demi terciptanya suatu topologi dan subnetting
jaringan komputer internal yang tepat dan efisien. untuk mengefisiensikan alokasi IP Address digunakan teknik variable
length subnet mask (VLSM). Untuk menghemat penggunaan perangkat keras jaringan computer yang relatif mahal,
digunakan teknik Virtual Local Area Network (VLAN) untuk membedakan Subnet.
Kata Kunci : Jaringan Komputer, Topologi, Subnetting, VLSM, VLAN.","",""
"109","Bussiness Impact Analysis Aplikasi Jaringan Komputer Dengan Teknik Packet Sniffing","Jaringan Komputer","Jaringan komputer sebagai jembatan tentunya banyak dilalui oleh data, dan besar kemungkinan di sadap untuk tujuan yang tidak baik sehingga bisa menyebabkan jaringan lumpuh, bisa juga menyebabkan pencurian data dari sebuah perusahaan. Dengan melakukan analisa jaringan menggunakan teknik packet sniffing diharapkan dapat menangkap data yang melalui jaringan. Data yang didapat diolah dan dikelompokkan menggunakan network miner. Hasil dari pengelompokan itu adaah IP address yang berkomunikasi. Setelah melakukan pengelompokkan dilanjutkan dengan penghitungan bussiness impact analysis dari IP address tersebut menggunakan perhitungan common vulnerability scoring system version 2 (CVSSv2) yang menghasilkan kelompok IP address dengan resiko high sebanyak 6 dan resiko medium sebanyak 9. Sehingga dapat disimpulkan pengelolaan jaringan selama ini sangat berisiko terhadap pencurian data.
Kata kunci: jaringan, sniffing, IP address, Bussiness, Impact.
Abstract","",""
"110","IMPLEMENTASI CONTROLLER ACCESS POINT SYSTEM MANAGER (CAPSMAN) DAN WIRELESS DISTRIBUTION SYSTEM (WDS) JARINGAN WIRELESS DI SMK TERPADU AL ISHLAHIYAH SINGOSARI MALANG","Jaringan Komputer","Salah satu kebutuhan di Indonesia saat ini yaitu jaringan internet, baik untuk masyarakat maupun
lembaga pendidikan. Pada lembaga pendidikan fasilitas internet sangatlah penting, terutama bagi
guru, staf maupun siswa yang menggunakan internet sebagai media pencarian referensi dan informasi
untuk memperkuat wawasan. Akan tetapi jaringan internet yang digunakan dalam lembaga
pendidikan masih banyak mengalami permasalahan dalam mengakses internet, seperti di SMK
Terpadu Al Ishlahiyah Singosari Malang yang sedang mengalami masalah banyaknya SSID,
keamanan jaringan yang masih mudah di terobos dan management bandwidth yang belum maksimal.
Masalah tersebut mempersulit guru, staf dan siswa SMK Terpadu Al Ishlahiyah dalam kegiatan
sekolah yang memanfaatkan jaringan internet. Oleh karena itu, untuk mengatasi masalah tersebut
dengan menggunakan metode NDLC, dibangunlah sebuah keamanan internet dengan WPA2-PSK,
management bandwidth menggunakan Queue Tree dan Per Connection Queue, serta menerapkan
CAPsMAN dan WDS untuk memperbaiki stabilitas kegiatan guru, staf dan siswa di SMK Terpadu Al
Ishlahiyah Singosari Malang.
Kata kunci: keamanan jaringan, management bandwidth¸ CAPsMAN, WDS","",""
"111","ANALISA DAN PERANCANGAN JARINGAN KOMPUTER MENGGUNAKAN METODE VIRTUAL LOCAL AREA NETWORK (VLAN) (Studi Kasus DISKOMINFO Provinsi Jambi)","Jaringan Komputer","Penggunaan jaringan komputer pada instansi pemerintah maupun swasta bukanlah suatu hal yang baru.
DISKOMINFO provinsi jambi merupakan SKPD yang mengelola jaringan komputer pada semua SKPD.
Peran diskominfo adalah menyediakan layanan akses jaringan untuk setiap SKPD. Dilihat dari
banyaknya perangkat yang digunakan, jaringan ini tergolong jaringan LAN yang besar.Saat ini jaringan
yang dikelola oleh DISKOMINFO belum melakukan pengelompokkan user berdasarkan fungsi-fungsi
tertentu,. Banyaknya perangkat yang digunakan membuat broadcast domain pada jaringan ini menjadi
besar. Broadcast domain yang besar menimbulkan trafik broadcast yang tinggi. Jaringan VLAN
dirancang untuk memecah broadcast domain yang besar menjadi lebih kecil. Dengan metode VLAN satu
perangkat jaringan switch dapat memiliki banyak broadcast domain. User pada jaringan ini
desegmentasi/dikelompokkan berdasarkan SKPD dan Biro. Dalam penelitian ini penulis menggunakan
metode wawancara, observasi dan studi pustakan dalam pemgumpula data. Rancangan yang telah
dirancang oleh penulis disimulasikan menggunakan packet tracer.
Kata Kunci : DISKOMINFO, Analisis, perancangan, jaringan komputer, VLAN, packet tracer.","",""
"112","ANALISA KINERJA KONEKSI JARINGAN KOMPUTER PADA SMK TEKNOLOGI BISTEK PALEMBANG","Jaringan Komputer","Jaringan komputer adalah dua komputer dapat dikatakan saling terkoneksi dalam sebuah jaringan jika keduanya mempunyai kemampuan untuk saling berkomunikasi dan bertukar informasi. Untuk memberi sebuah koneksi jaringan komputer keseluruh pengguna dalam area disekitarnya. Dalam tugas akhir ini, peneliti memilih tempat di sekolah SMK Teknologi Bistek Palembang untuk menganalisis kinerja jaringan komputer dan topologi yang digunakan adalah topologi star. Dimana dalam melakukan aktivitas kerja pada saat mengakses jaringan, mengolah data, sharing resources pada jaringan internet koneksi jaringannya kurang stabil karena permintaan akses yang tinggi seperti mengirim email, mendownload, sharing file antar komputer sehingga membuat terganggunya aktivitas menggunakan internet yang membuat para pengguna tidak nyaman dalam penggunaan internet. Dari permasalahan tersebut memunculkan gagasan untuk melakukan penelitian agar dapat mengetahui apa penyebab dari permasalahan yang ada dengan melakukan pengukuran terhadap parameter QoS yang terdiri dari bandwidtch, delay, throughput, dan packet loss. Dalam pengukuran kinerja koneksi jaringan komputer ini menggunakan metode QoS (Quality of Service) untuk mengetahui jumlah bandwidtch, throughput, delay dan packet loss berdasarkan standar THIPON.. Selain itu penelitian ini juga menggunakan metode action research, dengan tahapan penelitian melakukan diagnosing, action planning, action taking , evaluating dan learning. Maka dapat diketahui seberapa cepat koneksi jaringan , dimana hasil dari penelitian ini berguna untuk manajemen perangkat jaringan komputer yang ada di SMK Teknologi Bistek Palembang agar dapat mengetahui kelemahan dari setiap node dan jaringan yang ada di SMK Teknologi Bistek Palembang.
Kata Kunci : Jaringan Komputer, QOS (Quality Of Service), THIPON, Action Research.(AR)","",""
